id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
102217330,2021/11/29 2:51 PM UTC,11/29/21,2021-11-29 14:51:00 UTC,UTC,1515318,saguaro5,2021-11-30 03:23:05 UTC,2021-11-30 16:23:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/102217330,https://inaturalist-open-data.s3.amazonaws.com/photos/170820224/medium.jpeg,,,,2,0,FALSE,,"6202 E Larkspur Dr, Scottsdale, AZ 85254, USA",33.6007075,-111.9466366,186,186,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
102221508,2021/11/29 12.30 PM MST,11/29/21,2021-11-29 19:30:00 UTC,Mountain Time (US & Canada),1426544,rovingrobson,2021-11-30 04:46:20 UTC,2021-11-30 18:03:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/102221508,https://inaturalist-open-data.s3.amazonaws.com/photos/170827326/medium.jpeg,,,2,2,0,FALSE,,"Santa Gertrudis Lane, Tumacacori-Carmen, AZ, USA",31.56210661,-111.0464966,15,15,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
102238433,2021/11/29 12:27 PM MST,11/29/21,2021-11-29 19:27:00 UTC,Mountain Time (US & Canada),4104749,markotnes,2021-11-30 13:50:02 UTC,2021-11-30 18:03:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/102238433,https://inaturalist-open-data.s3.amazonaws.com/photos/170860188/medium.jpeg,,,,2,0,FALSE,,"Tumacacori-Carmen, AZ, USA",31.5616427,-111.0461884,15,15,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
102250750,2021/11/29 10:37 AM HST,11/29/21,2021-11-29 20:37:00 UTC,Hawaii,266296,swells,2021-11-30 18:37:01 UTC,2021-11-30 18:39:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/102250750,https://inaturalist-open-data.s3.amazonaws.com/photos/170884248/medium.jpeg,,,,1,0,FALSE,,"South Scottsdale, Scottsdale, AZ, USA",33.46703938,-111.9022121,10,10,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
102258135,Tue Nov 30 2021 13:33:14 GMT-0700 (MST),11/30/21,2021-11-30 20:33:14 UTC,Mountain Time (US & Canada),5235271,amundi,2021-11-30 20:33:41 UTC,2021-11-30 21:05:39 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/102258135,https://inaturalist-open-data.s3.amazonaws.com/photos/170897587/medium.jpg,,,,1,0,FALSE,3,"Tohono Chul Park, Tucson, AZ, US",32.33883251,-110.9800148,156,156,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
102266804,2021/11/30 11:55 AM MST,11/30/21,2021-11-30 18:55:00 UTC,Arizona,2031829,hoganajjg,2021-11-30 22:58:36 UTC,2021-11-30 23:00:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/102266804,https://inaturalist-open-data.s3.amazonaws.com/photos/170913267/medium.jpeg,,,3 monarchs on tithonia fruticose,1,0,FALSE,,"Tohono Chul Park, Oro Valley, AZ 85704, USA",32.3394402,-110.9815906,172,172,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
102367817,Thu Dec 02 2021 12:18:33 GMT-0700 (MST),12/2/21,2021-12-02 19:18:33 UTC,Mountain Time (US & Canada),3014591,ryanbrown88,2021-12-02 19:19:54 UTC,2021-12-02 19:21:40 UTC,research,,https://www.inaturalist.org/observations/102367817,https://static.inaturalist.org/photos/171100408/medium.jpg,,,,1,0,FALSE,3,"Lake Havasu City, AZ, US",34.42160333,-114.1988833,5,5,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
102382896,12/2/21 11:21,12/2/21,2021-12-02 21:21:51 UTC,Hawaii,5993,wrldwldlf,2021-12-03 00:18:50 UTC,2021-12-04 04:45:39 UTC,research,CC-BY,https://www.inaturalist.org/observations/102382896,https://static.inaturalist.org/photos/171128854/medium.jpeg,,,Tassi ranch,1,0,FALSE,2,"Grand Canyon-Parashant National Monument, Lake Mead National Recreation Area, Mohave County, US-AZ, US",36.25620049,-113.9581398,8,8,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
102432119,Fri Dec 03 2021 12:35:01 GMT-0700 (MST),12/3/21,2021-12-03 19:35:01 UTC,Mountain Time (US & Canada),1534181,dellakilleen,2021-12-03 22:34:45 UTC,2021-12-03 23:14:35 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/102432119,https://inaturalist-open-data.s3.amazonaws.com/photos/171223977/medium.jpg,,,,1,0,FALSE,3,"Boyce Thompson Arboretum, Superior, AZ, US",33.28009651,-111.158987,22,22,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
102507400,2021/12/02 3:46 PM UTC,12/2/21,2021-12-02 15:46:00 UTC,UTC,1515318,saguaro5,2021-12-05 02:44:39 UTC,2021-12-05 20:58:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/102507400,https://inaturalist-open-data.s3.amazonaws.com/photos/171371560/medium.jpeg,,,,2,0,FALSE,,"6202 E Larkspur Dr, Scottsdale, AZ 85254, USA",33.6007075,-111.9466366,186,186,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
102507555,2021/12/04 2:58 PM UTC,12/4/21,2021-12-04 14:58:00 UTC,UTC,1515318,saguaro5,2021-12-05 02:48:48 UTC,2021-12-05 20:58:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/102507555,https://inaturalist-open-data.s3.amazonaws.com/photos/171371948/medium.jpeg,,,,2,0,FALSE,,"6202 E Larkspur Dr, Scottsdale, AZ 85254, USA",33.6007075,-111.9466366,186,186,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
102518298,Wed Dec 01 2021 15:13:53 GMT-0700 (MST),12/1/21,2021-12-01 22:13:53 UTC,Mountain Time (US & Canada),1288086,peppymango,2021-12-05 07:16:25 UTC,2021-12-15 04:23:33 UTC,research,,https://www.inaturalist.org/observations/102518298,https://static.inaturalist.org/photos/171392742/medium.jpg,,,,2,0,FALSE,3,"Coconino National Forest, Sedona, AZ, US",34.85906516,-111.7678819,24,24,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
102582169,2021/11/29 14:30 PM MST,11/29/21,2021-11-29 21:30:00 UTC,Mountain Time (US & Canada),1426544,rovingrobson,2021-12-06 03:11:46 UTC,2021-12-06 03:50:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/102582169,https://inaturalist-open-data.s3.amazonaws.com/photos/171513215/medium.jpeg,,,,1,0,FALSE,,"Tumacacori, Tumacacori-Carmen, AZ, USA",31.56217424,-111.0463786,15,15,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
102617057,12/6/21 11:42,12/6/21,2021-12-06 18:42:28 UTC,Arizona,316327,batemanhl,2021-12-06 18:47:38 UTC,2021-12-06 19:15:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/102617057,https://inaturalist-open-data.s3.amazonaws.com/photos/171578716/medium.jpeg,,,,1,0,FALSE,2,"Mesa, AZ 85207, USA",33.44795571,-111.6399406,393,393,,,FALSE,gps,gps,Monarch,Danaus plexippus,Monarch,Insecta,48662
102630052,2021/12/06 3:05 PM HST,12/6/21,2021-12-07 01:05:00 UTC,Hawaii,1534181,dellakilleen,2021-12-06 22:51:23 UTC,2021-12-06 22:56:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/102630052,https://inaturalist-open-data.s3.amazonaws.com/photos/171602769/medium.jpeg,,,,1,0,FALSE,,"5311 E Calle Redonda, Phoenix, AZ 85018, USA",33.4919386,-111.9680619,20,20,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
102630117,2021/12/06 3:09 PM HST,12/6/21,2021-12-07 01:09:00 UTC,Hawaii,1534181,dellakilleen,2021-12-06 22:52:45 UTC,2021-12-06 22:54:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/102630117,https://inaturalist-open-data.s3.amazonaws.com/photos/171602919/medium.jpeg,,,,1,0,FALSE,,"5311 E Calle Redonda, Phoenix, AZ 85018, USA",33.4919386,-111.9680619,20,20,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
102641872,Mon Dec 06 2021 14:53:47 GMT-0700 (MST),12/6/21,2021-12-06 21:53:47 UTC,Mountain Time (US & Canada),3002392,pumakit,2021-12-07 03:16:33 UTC,2021-12-07 03:43:01 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/102641872,https://inaturalist-open-data.s3.amazonaws.com/photos/171624944/medium.jpg,,,,1,0,FALSE,3,"Veterans Oasis Park, Chandler, AZ, US",33.23954667,-111.7658667,,,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
102642083,Mon Dec 06 2021 15:06:33 GMT-0700 (MST),12/6/21,2021-12-06 22:06:33 UTC,Mountain Time (US & Canada),3002392,pumakit,2021-12-07 03:21:55 UTC,2021-12-07 05:42:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/102642083,https://inaturalist-open-data.s3.amazonaws.com/photos/171625383/medium.jpg,,,,1,0,FALSE,3,"Veterans Oasis Park, Chandler, AZ, US",33.24058833,-111.7656367,,,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
102642130,Mon Dec 06 2021 15:08:34 GMT-0700 (MST),12/6/21,2021-12-06 22:08:34 UTC,Mountain Time (US & Canada),3002392,pumakit,2021-12-07 03:23:35 UTC,2021-12-07 03:24:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/102642130,https://inaturalist-open-data.s3.amazonaws.com/photos/171625491/medium.jpg,,,,1,0,FALSE,3,"Veterans Oasis Park, Chandler, AZ, US",33.24055333,-111.7657383,,,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
102683051,2021/12/07 11:31 AM MST,12/7/21,2021-12-07 18:31:00 UTC,Arizona,2031829,hoganajjg,2021-12-07 22:41:06 UTC,2021-12-08 00:49:38 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/102683051,https://inaturalist-open-data.s3.amazonaws.com/photos/171703440/medium.jpg,,,tithonia fruticose,1,0,FALSE,,"Tohono Chul Park, Oro Valley, AZ 85704, USA",32.3394402,-110.9815906,172,172,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
102776804,Thu Dec 09 2021 11:12:12 GMT-0700 (MST),12/9/21,2021-12-09 18:12:12 UTC,Arizona,3262040,thegardenhound,2021-12-09 18:14:05 UTC,2021-12-09 18:39:20 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/102776804,https://inaturalist-open-data.s3.amazonaws.com/photos/171877684/medium.jpeg,,,,1,0,FALSE,3,"N 23rd Way, Phoenix, AZ, US",33.70643667,-112.031425,4,4,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
102799440,Wed Dec 08 2021 10:19:05 GMT-0700 (MST),12/8/21,2021-12-08 17:19:05 UTC,Mountain Time (US & Canada),3184750,court_rae,2021-12-10 03:40:49 UTC,2021-12-10 04:14:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/102799440,https://inaturalist-open-data.s3.amazonaws.com/photos/171922145/medium.jpg,,,,1,0,FALSE,3,"Arizona - Sonora Desert Museum, Tucson, AZ, US",32.2434,-111.16745,4,4,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
102878473,12/11/21 10:44,12/11/21,2021-12-11 17:44:22 UTC,Arizona,2229968,joanneandyhogan,2021-12-11 17:40:39 UTC,2022-01-16 21:15:08 UTC,research,,https://www.inaturalist.org/observations/102878473,https://static.inaturalist.org/photos/172067775/medium.jpeg,,,,1,0,FALSE,2,"Catalina Citrus Estates, Oro Valley, AZ 85704, USA",32.33891729,-110.9800298,7,7,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
102880500,12/11/21 11:20,12/11/21,2021-12-11 18:20:16 UTC,Arizona,2229968,joanneandyhogan,2021-12-11 18:17:03 UTC,2022-01-16 21:14:55 UTC,research,,https://www.inaturalist.org/observations/102880500,https://static.inaturalist.org/photos/172071635/medium.jpeg,,,,1,0,FALSE,2,"Catalina Citrus Estates, Oro Valley, AZ 85704, USA",32.33946698,-110.9813395,8,8,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
102946035,Sun Dec 12 2021 12:28:32 GMT-0700 (MST),12/12/21,2021-12-12 19:28:32 UTC,Arizona,766973,bcison,2021-12-12 19:59:15 UTC,2021-12-12 22:30:04 UTC,research,,https://www.inaturalist.org/observations/102946035,https://static.inaturalist.org/photos/172195611/medium.jpg,,,,3,0,FALSE,3,"N 47th St, Paradise Valley, AZ, US",33.54166622,-111.9783872,24,24,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
102951507,Sun Dec 12 2021 14:03:35 GMT-0700 (MST),12/12/21,2021-12-12 21:03:35 UTC,Mountain Time (US & Canada),2222786,krisgade,2021-12-12 21:06:29 UTC,2021-12-12 21:15:17 UTC,research,,https://www.inaturalist.org/observations/102951507,https://static.inaturalist.org/photos/172203391/medium.jpg,,,Laying eggs on Asclepias angustifolia,1,0,FALSE,3,"E Kilmer St, Tucson, AZ, US",32.22582,-110.901695,6,6,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
102981890,Sat Dec 11 2021 11:15:39 GMT-0700 (MST),12/11/21,2021-12-11 18:15:39 UTC,Mountain Time (US & Canada),3184750,court_rae,2021-12-13 07:02:29 UTC,2021-12-13 08:39:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/102981890,https://inaturalist-open-data.s3.amazonaws.com/photos/172260096/medium.jpg,,,,1,0,FALSE,3,"Arizona - Sonora Desert Museum, Tucson, AZ, US",32.24368333,-111.1674283,3,3,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
103074771,Tue Dec 14 2021 11:21:40 GMT-0700 (MST),12/14/21,2021-12-14 18:21:40 UTC,Mountain Time (US & Canada),3002392,pumakit,2021-12-15 01:31:13 UTC,2021-12-15 02:21:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/103074771,https://inaturalist-open-data.s3.amazonaws.com/photos/172435593/medium.jpg,,,,1,0,FALSE,3,"Boyce Thompson Arboretum, Superior, AZ, US",33.27902833,-111.158625,,,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
103134840,2021/11/26 11:15 AM HST,11/26/21,2021-11-26 21:15:00 UTC,Hawaii,288282,restringham,2021-12-16 07:23:59 UTC,2021-12-16 09:34:12 UTC,research,CC-BY,https://www.inaturalist.org/observations/103134840,https://inaturalist-open-data.s3.amazonaws.com/photos/172549179/medium.jpeg,,,,1,0,FALSE,,"Maricopa County, AZ, USA",33.93275167,-112.6947783,,,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
103422277,2021/12/20 1:23 PM MST,12/20/21,2021-12-20 20:23:00 UTC,Mountain Time (US & Canada),3555886,kdhiker,2021-12-21 17:00:48 UTC,2021-12-21 19:34:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/103422277,https://inaturalist-open-data.s3.amazonaws.com/photos/173087718/medium.jpg,,,,2,0,FALSE,,"2021 N Kinney Rd, Tucson, AZ 85743, USA",32.244013,-111.168174,209,209,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
103426251,Tue Dec 21 2021 10:09:10 GMT-0700 (MST),12/21/21,2021-12-21 17:09:10 UTC,Mountain Time (US & Canada),2025917,jewelwing66,2021-12-21 18:27:36 UTC,2021-12-21 19:33:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/103426251,https://inaturalist-open-data.s3.amazonaws.com/photos/173095823/medium.jpg,,,,1,0,FALSE,3,"The University of Arizona, Tucson, AZ, US",32.24007,-110.9553667,5,5,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
103489611,2021/12/19 12:51 PM UTC,12/19/21,2021-12-19 12:51:00 UTC,UTC,1515318,saguaro5,2021-12-22 21:05:53 UTC,2021-12-22 22:32:23 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/103489611,https://inaturalist-open-data.s3.amazonaws.com/photos/173216838/medium.jpeg,,,,2,0,FALSE,,"9000 E Chaparral Rd, Scottsdale, AZ 85256, United States",33.5133147,-111.8836185,767,767,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
103567592,Thu Dec 23 2021 10:49:46 GMT-0700 (MST),12/23/21,2021-12-23 17:49:46 UTC,Mountain Time (US & Canada),3184750,court_rae,2021-12-24 05:57:00 UTC,2021-12-27 21:32:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/103567592,https://inaturalist-open-data.s3.amazonaws.com/photos/173368984/medium.jpg,,,,1,0,FALSE,3,"Arizona - Sonora Desert Museum, Tucson, AZ, US",32.243195,-111.1666028,8,8,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
103576222,2021/10/09 2:43 PM PDT,10/9/21,2021-10-09 21:43:00 UTC,Pacific Time (US & Canada),170514,coreyk,2021-12-24 11:45:43 UTC,2021-12-24 13:41:30 UTC,research,,https://www.inaturalist.org/observations/103576222,https://static.inaturalist.org/photos/173378867/medium.jpeg,,,,1,0,FALSE,,"Kingman, AZ, USA",35.20342636,-114.0816411,,,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
103576223,2021/10/09 2:43 PM PDT,10/9/21,2021-10-09 21:43:00 UTC,Pacific Time (US & Canada),170514,coreyk,2021-12-24 11:45:43 UTC,2021-12-24 13:41:26 UTC,research,,https://www.inaturalist.org/observations/103576223,https://static.inaturalist.org/photos/173379040/medium.jpeg,,,,1,0,FALSE,,"Kingman, AZ, USA",35.20342686,-114.0816413,,,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
103600321,Thu Dec 23 2021 11:09:33 GMT-0700 (MST),12/23/21,2021-12-23 18:09:33 UTC,Mountain Time (US & Canada),2494896,wbarrett,2021-12-24 21:03:11 UTC,2021-12-24 21:04:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/103600321,https://inaturalist-open-data.s3.amazonaws.com/photos/173431076/medium.jpg,,,"Several Monarchs were flying around the milkweeds
",1,0,FALSE,3,"Desert Botanical Garden, Phoenix, AZ, US",33.46033667,-111.94237,5,5,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
103659602,2021/12/23 4:20 PM MST,12/23/21,2021-12-23 23:20:00 UTC,Mountain Time (US & Canada),491170,blazeclaw,2021-12-26 00:25:33 UTC,2021-12-26 03:21:10 UTC,research,CC-BY,https://www.inaturalist.org/observations/103659602,https://inaturalist-open-data.s3.amazonaws.com/photos/173530426/medium.jpeg,,,,2,0,FALSE,,"South Scottsdale, Scottsdale, AZ, USA",33.550335,-111.9254901,4,4,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
103718374,Tue Dec 21 2021 10:03:51 GMT-0600 (CST),12/21/21,2021-12-21 16:03:51 UTC,Central Time (US & Canada),1424273,paulswitzer,2021-12-26 23:22:55 UTC,2021-12-27 02:45:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/103718374,https://inaturalist-open-data.s3.amazonaws.com/photos/173654400/medium.jpg,,,,1,0,FALSE,3,"The University of Arizona, Tucson, AZ, US",32.24006667,-110.9553917,5,5,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
103845112,2021/12/23 12:15 PM MST,12/23/21,2021-12-23 19:15:00 UTC,Arizona,2031829,hoganajjg,2021-12-28 21:32:28 UTC,2021-12-28 22:15:14 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/103845112,https://inaturalist-open-data.s3.amazonaws.com/photos/173904825/medium.jpeg,,,"on tithonia fruticose, photo by Kim",1,0,FALSE,,"Tohono Chul Park, Oro Valley, AZ 85704, USA",32.3394402,-110.9815906,172,172,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
103845113,2021/12/23 12:20 PM MST,12/23/21,2021-12-23 19:20:00 UTC,Arizona,2031829,hoganajjg,2021-12-28 21:32:28 UTC,2021-12-28 22:15:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/103845113,https://inaturalist-open-data.s3.amazonaws.com/photos/173904834/medium.jpeg,,,"on tithonia fruticose, photo by Kim",1,0,FALSE,,"Tohono Chul Park, Oro Valley, AZ 85704, USA",32.3394402,-110.9815906,172,172,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
103845918,2021/12/28 11:29 AM MST,12/28/21,2021-12-28 18:29:00 UTC,Arizona,2031829,hoganajjg,2021-12-28 21:44:05 UTC,2021-12-28 21:54:17 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/103845918,https://inaturalist-open-data.s3.amazonaws.com/photos/173906606/medium.jpg,,,on tithonia fruticose,1,0,FALSE,,"Tohono Chul Park, Oro Valley, AZ 85704, USA",32.3394402,-110.9815906,172,172,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
104673510,Thu Dec 23 2021 14:13:00 GMT-0700 (MST),12/23/21,2021-12-23 21:13:00 UTC,Arizona,828870,annanellis,2022-01-09 23:30:37 UTC,2022-01-10 01:33:51 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/104673510,https://inaturalist-open-data.s3.amazonaws.com/photos/175442411/medium.jpeg,,,,1,0,FALSE,,"North Mountain Village, Phoenix, AZ, USA",33.63217774,-112.0753616,8,8,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
104717724,2021/08/21 6:48 PM MST,8/21/21,2021-08-22 01:48:00 UTC,Arizona,1080973,conorflynn,2022-01-10 19:01:39 UTC,2022-01-10 19:05:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/104717724,https://inaturalist-open-data.s3.amazonaws.com/photos/175527857/medium.jpeg,,,On milkweed.,1,0,FALSE,,"Prescott, AZ, USA",34.53116944,-112.4691861,39,39,,,FALSE,,,Monarch,Danaus plexippus,Monarch,Insecta,48662
